Unnamed: 0,id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,pymnt_plan,url,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code,application_type,annual_inc_joint,dti_joint,verification_status_joint,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_il_6m,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,target
160138,3584598,4506755,12000,12000,12000.0, 36 months,15.31,417.81,C,C2,"Mysavings, Inc.",< 1 year,MORTGAGE,75000.0,Not Verified,Mar-13,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=3584598,,debt_consolidation,Debt Consolidation,334xx,FL,3.01,1.0,Jul-04,0.0,17.0,,6.0,0.0,7908,63.8,8.0,f,0.0,0.0,13604.00848,13604.01,12000.0,1604.01,0.0,0.0,0.0,Mar-14,9009.75,,Feb-15,0.0,,1,INDIVIDUAL,,,,0.0,0.0,129659.0,,,,,,,,,,,,12400.0,,,,0
14922,749427,948661,9450,9450,9450.0, 36 months,5.99,287.45,A,A2,,,MORTGAGE,34800.0,Not Verified,May-11,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=749427,  Borrower added on 05/15/11 > House Painting<br/>Exterior Fencing<br/>Driveway Repair<br/>,home_improvement,Home Improvement Loan,959xx,CA,7.38,0.0,Mar-95,0.0,24.0,,18.0,0.0,2051,19.0,30.0,f,0.0,0.0,10308.06,10308.06,9450.0,858.06,0.0,0.0,0.0,Oct-13,2265.75,,Oct-13,0.0,,1,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,,0
171799,3148784,3861219,24000,24000,24000.0, 36 months,11.14,787.33,B,B2,HollyFrontier,5 years,MORTGAGE,67000.0,Verified,Jan-13,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=3148784,  Borrower added on 01/13/13 > Just bought an older house and needed some extra cash for updates to the kitchen and bathrooms.<br>,home_improvement,Home improvement,882xx,NM,4.03,0.0,Jan-04,0.0,,,10.0,0.0,8692,22.3,17.0,f,0.0,0.0,27871.44221,27871.44,24000.0,3871.44,0.0,0.0,0.0,May-15,600.79,,May-15,0.0,,1,INDIVIDUAL,,,,0.0,794.0,160359.0,,,,,,,,,,,,39000.0,,,,0
191515,1595553,1866027,31300,31300,31300.0, 60 months,23.76,896.09,F,F4,NBC Telemundo,< 1 year,RENT,70000.0,Verified,Oct-12,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1595553,,debt_consolidation,Debt Consolidation loan ,606xx,IL,19.49,0.0,Nov-96,0.0,28.0,,11.0,0.0,24062,41.2,23.0,f,0.0,0.0,33743.93,33743.93,31300.0,2443.93,0.0,0.0,0.0,Feb-13,31060.94,,Mar-13,0.0,,1,INDIVIDUAL,,,,0.0,0.0,32917.0,,,,,,,,,,,,58400.0,,,,0
28352,540325,697615,7750,7750,7725.0, 36 months,11.12,254.17,B,B3,Bishop Police Department,4 years,MORTGAGE,85000.0,Not Verified,Jul-10,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=540325,  Borrower added on 07/01/10 > I am Police Officer in Bishop Ca.  I have excellent credit and pay all my bills on time.  I need the funds to relocate and set up a manufactured home on my property.  The home will be for my family to live in.<br/>,moving,Moving and Relocatio,935xx,CA,21.37,0.0,Apr-99,2.0,,,7.0,0.0,20031,72.3,22.0,f,0.0,0.0,9144.56,9115.09,7750.0,1394.56,0.0,0.0,0.0,Jul-13,289.18,,Feb-15,0.0,,1,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,,0
223519,1187798,1428862,18000,18000,17975.0, 36 months,13.99,615.11,C,C1,Haltom City Police Department,7 years,MORTGAGE,65000.0,Verified,Mar-12,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1187798,"  Borrower added on 03/13/12 > Loan is to pay off all credit card debt, loans and medical bills. All credit cards will be closed. Cars are now paid and rolling that payment in to pay off all unsecured debt. Goal is to be debt free in 36 months.<br>",debt_consolidation,Debt Consolodation,750xx,TX,16.89,0.0,Apr-97,1.0,,,9.0,0.0,14562,63.9,16.0,f,0.0,0.0,22130.44998,22099.73,18000.0,4130.45,0.0,0.0,0.0,Apr-15,614.2,,Jan-16,0.0,,1,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,,0
91727,7092910,8754438,5000,5000,5000.0, 36 months,15.88,175.49,C,C4,wells fargo,2 years,RENT,40000.0,Not Verified,Sep-13,Charged Off,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=7092910,,debt_consolidation,debt consolidation,891xx,NV,28.53,0.0,May-95,1.0,,,19.0,0.0,16965,78.9,39.0,f,0.0,0.0,3595.89,3595.89,2018.2,1060.11,0.0,517.58,93.1644,Jun-15,176.0,,Jul-15,0.0,,1,INDIVIDUAL,,,,0.0,0.0,28464.0,,,,,,,,,,,,21500.0,,,,1
194899,1569895,1837480,15000,15000,14975.0, 36 months,6.03,456.54,A,A1,Macy's Systems and Technology,10+ years,MORTGAGE,89000.0,Not Verified,Oct-12,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1569895,"  Borrower added on 09/26/12 > Everything was paid off. Then life happened, wife's car totaled, unemployed friends need help, etc.  Things are stable again now, and the income is more than the outgoing.  I could wipe out my savings to clear the credit cards, but I'd rather reduce the interest rate and hold my savings. Thanks!<br>",credit_card,Card consolidation,300xx,GA,12.79,0.0,Apr-99,0.0,,,10.0,0.0,9002,13.2,24.0,f,0.0,0.0,16200.34455,16173.35,15000.0,1200.34,0.0,0.0,0.0,Aug-14,6615.08,,Jan-16,0.0,,1,INDIVIDUAL,,,,0.0,0.0,155328.0,,,,,,,,,,,,68000.0,,,,0
162502,3372129,4225256,7200,7200,7200.0, 36 months,21.49,273.08,E,E3,,5 years,RENT,34000.0,Verified,Mar-13,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=3372129,,medical,Debt Consolidation,331xx,FL,5.19,0.0,Jun-09,1.0,,,5.0,0.0,4499,71.4,8.0,f,0.0,0.0,9227.77841,9227.78,7200.0,2027.78,0.0,0.0,0.0,Nov-14,4047.84,,Nov-14,0.0,,1,INDIVIDUAL,,,,0.0,0.0,4499.0,,,,,,,,,,,,6300.0,,,,0
387678,16312329,18414798,6500,6500,6500.0, 36 months,7.69,202.76,A,A4,Wastewater Operator with Liscence,4 years,MORTGAGE,60000.0,Not Verified,May-14,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=16312329,,debt_consolidation,Debt consolidation,440xx,OH,10.9,0.0,Mar-08,1.0,,,7.0,0.0,6166,51.4,15.0,w,0.0,0.0,6660.395641,6660.4,6500.0,160.4,0.0,0.0,0.0,Sep-14,6052.12,,Jan-16,0.0,,1,INDIVIDUAL,,,,0.0,0.0,151935.0,,,,,,,,,,,,12000.0,,,,0
112634,6185371,7657517,6000,6000,6000.0, 36 months,10.64,195.42,B,B2,AEP,6 years,MORTGAGE,57000.0,Not Verified,Jul-13,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=6185371,  Borrower added on 07/15/13 > Pay off credit cards and hospital bills<br>,debt_consolidation,relief,438xx,OH,19.18,0.0,Aug-02,1.0,82.0,93.0,14.0,1.0,6798,34.7,21.0,w,0.0,0.0,6345.53,6345.53,6000.0,345.53,0.0,0.0,0.0,Mar-14,5173.01,,Mar-14,0.0,,1,INDIVIDUAL,,,,0.0,0.0,91941.0,,,,,,,,,,,,19600.0,,,,0
200317,1505408,1766504,5500,5500,5500.0, 36 months,7.9,172.1,A,A4,Allstate,5 years,RENT,65000.0,Not Verified,Sep-12,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1505408,"  Borrower added on 08/28/12 > Hello... I have three credit cards wanting to consolidate to one payment and be done with credit card debt! Your help would be greatly appreciated, thank you :)<br>",debt_consolidation,Payoff,604xx,IL,8.05,0.0,May-06,2.0,,,6.0,0.0,2531,33.7,11.0,f,0.0,0.0,6182.401615,6182.4,5500.0,682.4,0.0,0.0,0.0,Apr-15,1023.99,,Jun-15,0.0,,1,INDIVIDUAL,,,,0.0,0.0,14088.0,,,,,,,,,,,,7500.0,,,,0
2167,1023014,1251810,3525,3525,3525.0, 36 months,6.62,108.24,A,A2,dakota pride,2 years,RENT,26000.0,Not Verified,Nov-11,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1023014,,debt_consolidation,debt consolidation,577xx,SD,12.92,0.0,Mar-96,0.0,,,5.0,0.0,8518,62.2,18.0,f,0.0,0.0,3892.259,3892.26,3525.0,367.26,0.0,0.0,0.0,Oct-14,338.8,,Jan-16,0.0,,1,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,,0
30499,508640,656352,5500,5500,5500.0, 36 months,12.73,184.62,C,C1,INTERNAL REVENUE SERVICE ,10+ years,RENT,56000.0,Source Verified,Apr-10,Charged Off,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=508640,"  Borrower added on 04/26/10 > I pay all my bills on time and always send in extra when i can.  This tax thing was unexpected and because I could lose my job by not paying my taxes,,that is why i have to put myself in this position to borrow but i am a good risk since i would never not pay a bill.<br/>",other,PAYING OFF INCOME TAX & AMEX,117xx,NY,16.8,0.0,Mar-92,0.0,,,6.0,0.0,36105,93.8,14.0,f,0.0,0.0,3691.99,3691.99,2785.69,892.31,0.0,13.99,4.91,Jan-12,184.62,,Jan-16,0.0,,1,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,,1
111708,6394647,7926793,15000,15000,15000.0, 36 months,12.35,500.73,B,B4,Toro Employees Federal Credit Union,9 years,MORTGAGE,65000.0,Source Verified,Aug-13,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=6394647,  Borrower added on 07/17/13 > I am going to pay off 3 credit cards with average interest rate of 25%<br>,credit_card,CREDIT CARD REFIANNCE,550xx,MN,26.16,1.0,Dec-95,0.0,17.0,,11.0,0.0,19642,88.9,25.0,w,0.0,0.0,16608.977580000002,16608.98,15000.0,1608.98,0.0,0.0,0.0,Aug-14,11100.95,,Jan-16,0.0,31.0,1,INDIVIDUAL,,,,0.0,0.0,149203.0,,,,,,,,,,,,22100.0,,,,0
95115,7075051,8737195,1200,1200,1200.0, 36 months,12.35,40.06,B,B4,City of Rockford fire department ,10+ years,MORTGAGE,80000.0,Not Verified,Sep-13,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=7075051,,debt_consolidation,Lawyer fees ,611xx,IL,12.81,0.0,Jan-97,2.0,,,13.0,0.0,23932,47.6,63.0,f,0.0,0.0,1212.45,1212.45,1200.0,12.45,0.0,0.0,0.0,Oct-13,1212.74,,Mar-15,0.0,,1,INDIVIDUAL,,,,0.0,0.0,134074.0,,,,,,,,,,,,50300.0,,,,0
98716,6807459,1872669,24000,24000,24000.0, 36 months,10.64,781.65,B,B2,Salesforce.com,< 1 year,MORTGAGE,200000.0,Source Verified,Sep-13,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=6807459,  Borrower added on 08/21/13 > Hello - <br>LendingClub has worked for me and those that invested in me in the past.  This loan will provide me the opportunity to pay down my current debt at a better interest rate and in a shorter period of time.<br>Please reach out with questions as needed.  <br>Thank you for your consideration.<br>,debt_consolidation,Your Debt Consolidation Investment,062xx,CT,11.74,0.0,Mar-94,0.0,35.0,,10.0,0.0,13076,33.6,26.0,f,0.0,0.0,26054.19428,26054.19,24000.0,2054.19,0.0,0.0,0.0,Aug-14,18244.2,,Sep-14,0.0,,1,INDIVIDUAL,,,,0.0,0.0,77897.0,,,,,,,,,,,,38900.0,,,,0
22872,621647,796722,7750,7750,7750.0, 60 months,12.98,176.26,C,C3,Laclede Co. Sheriff's Office,10+ years,MORTGAGE,26771.94,Not Verified,Dec-10,Charged Off,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=621647,,debt_consolidation,Roberts debt consolidation,655xx,MO,21.2,0.0,Oct-96,2.0,79.0,,6.0,0.0,4660,86.3,18.0,f,0.0,0.0,5037.41,5037.41,2858.25,1899.77,0.0,279.39,3.02,Apr-13,36.12,,Aug-13,0.0,,1,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,,1
337694,22181563,24504496,35000,35000,35000.0, 60 months,20.2,931.19,E,E3,Regional Operations Manager,2 years,MORTGAGE,143000.0,Verified,Jul-14,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=22181563,,debt_consolidation,Debt consolidation,831xx,WY,20.53,0.0,Feb-04,1.0,51.0,,16.0,0.0,22869,65.2,35.0,f,0.0,0.0,44337.75,44337.75,35000.0,9337.75,0.0,0.0,0.0,Jan-16,29438.71,,Jan-16,0.0,51.0,1,INDIVIDUAL,,,,0.0,11787.0,136524.0,,,,,,,,,,,,35100.0,,,,0
394918,14570218,16632515,10000,10000,9950.0, 36 months,8.9,317.54,A,A5,sales consultant,3 years,RENT,55000.0,Not Verified,May-14,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=14570218,,major_purchase,Major purchase,238xx,VA,11.32,0.0,Aug-10,0.0,,,7.0,0.0,518,12.6,8.0,f,0.0,0.0,10911.91,10857.35,10000.0,911.91,0.0,0.0,0.0,Sep-15,4911.91,,Dec-15,0.0,,1,INDIVIDUAL,,,,0.0,0.0,15929.0,,,,,,,,,,,,4100.0,,,,0
179957,2366358,2828485,12000,12000,11975.0, 36 months,7.62,373.94,A,A3,"Xanatek, Inc.",5 years,MORTGAGE,42500.0,Not Verified,Dec-12,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=2366358,,credit_card,MyLoan,465xx,IN,19.96,0.0,Jun-87,1.0,,,16.0,0.0,13190,32.0,28.0,w,0.0,0.0,13445.21015,13417.21,12000.0,1445.21,0.0,0.0,0.0,Sep-15,1505.59,,Jan-16,0.0,,1,INDIVIDUAL,,,,0.0,68.0,169078.0,,,,,,,,,,,,41200.0,,,,0
296717,28883260,31406424,16150,16150,16150.0, 60 months,23.43,459.28,F,F1,hvac mechanic,10+ years,MORTGAGE,45000.0,Verified,Oct-14,Charged Off,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=28883260,,debt_consolidation,Debt consolidation,272xx,NC,26.59,0.0,Aug-04,0.0,,,15.0,0.0,25020,58.3,36.0,f,0.0,0.0,3193.94,3193.94,1070.92,2123.02,0.0,0.0,0.0,May-15,459.28,,Dec-15,0.0,,1,INDIVIDUAL,,,,0.0,0.0,107541.0,,,,,,,,,,,,42900.0,,,,1
9469,847756,1059292,10000,10000,9750.0, 36 months,7.49,311.02,A,A4,WilsonMiller Stantec,10+ years,MORTGAGE,60204.0,Not Verified,Aug-11,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=847756,,home_improvement,Appliances,341xx,FL,6.14,0.0,Aug-95,0.0,,,4.0,0.0,3373,31.2,12.0,f,0.0,0.0,11193.78067,10913.89,10000.0,1193.78,0.0,0.0,0.0,Sep-14,330.58,,Aug-14,0.0,,1,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,,0
458759,10576214,4671762,12000,12000,12000.0, 60 months,23.4,341.05,E,E5,Mechanic ,5 years,MORTGAGE,92000.0,Verified,Jan-14,Charged Off,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=10576214,,debt_consolidation,Debt consolidation,898xx,NV,16.78,0.0,Jun-07,1.0,57.0,,7.0,0.0,753,10.9,13.0,w,0.0,0.0,2384.74,2384.74,216.19,465.91,0.0,1702.64,17.0264,Mar-14,341.05,,Aug-14,0.0,57.0,1,INDIVIDUAL,,,,0.0,0.0,264067.0,,,,,,,,,,,,6900.0,,,,1
85933,7449252,9111219,28000,28000,27950.0, 36 months,9.25,893.66,A,A5,Target Co.,5 years,MORTGAGE,146500.0,Verified,Sep-13,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=7449252,,debt_consolidation,Debt consolidation,551xx,MN,21.33,0.0,Feb-06,0.0,,,13.0,0.0,25182,34.3,22.0,f,0.0,0.0,31415.86429,31359.77,28000.0,3415.86,0.0,0.0,0.0,Jul-15,13554.96,,Jul-15,0.0,,1,INDIVIDUAL,,,,0.0,0.0,175811.0,,,,,,,,,,,,73500.0,,,,0
11909,806959,1013386,6000,6000,6000.0, 36 months,6.99,185.24,A,A3,Ohio Department of Education,7 years,MORTGAGE,77000.0,Not Verified,Jul-11,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=806959,  Borrower added on 07/06/11 > I am going to buy and sell cars with the money.  I was approved for a conventional loan but transfering title incurs costs.<br/>,major_purchase,Investment loan,430xx,OH,8.74,0.0,Feb-94,2.0,,,8.0,0.0,8485,38.6,25.0,f,0.0,0.0,6621.03,6621.03,6000.0,621.03,0.0,0.0,0.0,Oct-13,1809.95,,Aug-15,0.0,,1,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,,0
204238,1458850,1713831,5000,5000,5000.0, 36 months,8.9,158.77,A,A5,,,RENT,50000.0,Verified,Aug-12,Charged Off,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1458850,  Borrower added on 08/03/12 > debt consolidation<br><br> Borrower added on 08/03/12 > debt consolidation<br>,debt_consolidation,debt consolidation,104xx,NY,6.65,0.0,Jan-76,0.0,,,3.0,0.0,0,0.0,16.0,f,0.0,0.0,4060.82,4060.82,3175.43,624.97,0.0,260.42,2.5034,Aug-14,158.77,,Jan-15,0.0,,1,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,,1
21171,647688,828625,15250,15250,15250.0, 60 months,15.2,364.4,D,D4,FEDERAL GOV'T --SSA,10+ years,MORTGAGE,98279.0,Verified,Jan-11,Charged Off,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=647688,  Borrower added on 01/05/11 > I have worked for the Federal Gov't since 1991 and have never been late on any payments. I want to consolodate my debts and become debt free.<br/>,debt_consolidation,PAY OFF MY DEBT ,117xx,NY,23.41,0.0,Apr-91,1.0,,,15.0,0.0,44685,51.0,44.0,f,0.0,0.0,4608.0,4608.0,1999.69,2608.31,0.0,0.0,0.0,Apr-12,201.93,,Jan-16,0.0,,1,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,,1
69838,8597116,10349140,15000,15000,15000.0, 36 months,14.3,514.86,C,C1,District Merchandising Manager,10+ years,RENT,96500.0,Verified,Nov-13,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=8597116,,debt_consolidation,Debt consolidation ,100xx,NY,33.01,0.0,Feb-99,1.0,42.0,,10.0,0.0,94537,88.8,19.0,f,0.0,0.0,17963.28583,17963.29,15000.0,2963.29,0.0,0.0,0.0,Sep-15,7151.92,,Sep-15,0.0,,1,INDIVIDUAL,,,,0.0,0.0,478665.0,,,,,,,,,,,,107500.0,,,,0
246002,35286201,37967567,6075,6075,6075.0, 36 months,16.49,215.06,D,D3,Sr. Paralegal,10+ years,RENT,90000.0,Source Verified,Nov-14,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=35286201,,other,Other,911xx,CA,12.52,0.0,Nov-07,0.0,,51.0,5.0,3.0,1155,26.2,6.0,f,0.0,0.0,6614.07,6614.07,6075.0,539.07,0.0,0.0,0.0,Jun-15,5334.84,,Jan-16,0.0,,1,INDIVIDUAL,,,,0.0,0.0,44029.0,,,,,,,,,,,,4400.0,,,,0
10325,834286,1044115,9000,9000,8825.0, 36 months,11.49,296.75,B,B4,columbus city schools,3 years,RENT,26400.0,Verified,Aug-11,Charged Off,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=834286,"  Borrower added on 07/29/11 > BUSINESS EXPENSES , AUTO REPAIRS<br/>",small_business,Small Business Loan,432xx,OH,15.86,1.0,May-05,0.0,21.0,,9.0,0.0,12689,34.5,17.0,f,0.0,0.0,6750.5,6619.13,5114.27,1397.87,0.0,238.36,2.226899997,Jun-13,593.5,,Nov-14,0.0,,1,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,,1
68881,8569903,10321369,20000,20000,20000.0, 60 months,20.2,532.11,D,D5,Officer,5 years,RENT,92400.0,Source Verified,Nov-13,Charged Off,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=8569903,,car,Car financing,967xx,HI,11.39,0.0,Sep-00,0.0,81.0,,4.0,0.0,4768,63.6,18.0,f,0.0,0.0,4371.52,4371.52,596.05,999.74,0.0,2775.73,27.7573,Feb-14,532.11,,Jul-14,0.0,81.0,1,INDIVIDUAL,,,,0.0,0.0,37264.0,,,,,,,,,,,,7500.0,,,,1
226803,1121783,1359386,14400,14400,14400.0, 36 months,6.03,438.28,A,A1,Crowley Liner Services,10+ years,MORTGAGE,53000.0,Not Verified,Feb-12,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1121783,  Borrower added on 02/01/12 > Debt Consolidation<br><br>  Borrower added on 02/01/12 > Plan on using loan to pay off higher interest rates.  Not looking to increase my debt just looking to get a lower interest and pay it off faster.  I have no problems paying what I owe out now on my debts.  Been at my job for 18 years.<br>,debt_consolidation,BOA cards,322xx,FL,12.27,0.0,Sep-01,0.0,,,8.0,0.0,17170,46.9,14.0,f,0.0,0.0,15373.55,15373.55,14400.0,973.55,0.0,0.0,0.0,Jul-13,8364.25,,Jan-16,0.0,,1,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,,0
18424,698333,889766,12000,12000,12000.0, 60 months,18.99,311.23,F,F3,APS HealthCare,1 year,MORTGAGE,87192.0,Source Verified,Mar-11,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=698333,"  Borrower added on 03/11/11 > Thank you!<br/> Borrower added on 03/14/11 > If anyone has any questions id be happy to answer them.<br/> Borrower added on 03/20/11 > We are getting so close. Please help!<br/> Borrower added on 03/21/11 > Just over a 1/3 of the way there... please help me to get closer... 80%....   :)<br/> Borrower added on 03/21/11 > Just over 2 days left.please consider helping me reach my goal<br/> Borrower added on 03/22/11 > I have found 2 vehicles ~10,000 can you please help me get there???<br/> Borrower added on 03/23/11 > We are SOOOO close.... 1,000 to go with one day!!! Anything closer to the original goal is FANTASTIC... Please, Please help!<br/>",car,Mini ,170xx,PA,12.99,3.0,Sep-94,3.0,10.0,95.0,4.0,1.0,217,72.3,15.0,f,0.0,0.0,16157.47167,16157.47,12000.01,4157.46,0.0,0.0,0.0,Mar-14,3311.95,,Mar-14,0.0,,1,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,,0
392851,16280895,18383445,5500,5500,5500.0, 36 months,14.99,190.64,C,C5,Manager,5 years,MORTGAGE,48012.0,Verified,May-14,Charged Off,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=16280895,,debt_consolidation,Debt consolidation,461xx,IN,21.82,0.0,Nov-98,1.0,58.0,,18.0,0.0,9803,31.4,37.0,f,0.0,0.0,2665.04,2665.04,1290.24,616.16,0.0,758.64,136.5552,Mar-15,190.64,,Aug-15,0.0,58.0,1,INDIVIDUAL,,,,0.0,0.0,174943.0,,,,,,,,,,,,31179.0,,,,1
293875,29273878,31807053,15000,15000,15000.0, 60 months,14.49,352.85,C,C4,Teacher,5 years,RENT,65000.0,Source Verified,Oct-14,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=29273878,,debt_consolidation,Debt consolidation,454xx,OH,17.5,0.0,Jan-95,1.0,24.0,,11.0,0.0,7197,37.9,25.0,w,0.0,0.0,17259.63,17259.63,15000.0,2259.63,0.0,0.0,0.0,Nov-15,13037.51,,Nov-15,0.0,35.0,1,INDIVIDUAL,,,,0.0,0.0,35559.0,,,,,,,,,,,,19000.0,,,,0
266397,32479191,35092432,10000,10000,10000.0, 36 months,16.29,353.01,D,D2,Assistant Manager,2 years,RENT,40663.0,Source Verified,Oct-14,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=32479191,,debt_consolidation,Debt consolidation,640xx,MO,19.81,0.0,Jun-07,0.0,,,15.0,0.0,6022,66.2,17.0,w,0.0,0.0,10927.36,10927.36,10000.0,927.36,0.0,0.0,0.0,Jun-15,8818.35,,Jan-16,0.0,,1,INDIVIDUAL,,,,0.0,0.0,42954.0,,,,,,,,,,,,9100.0,,,,0
138194,5038101,6340421,24000,24000,24000.0, 36 months,6.62,736.89,A,A2,Smart Storage Systems,< 1 year,RENT,93600.0,Verified,May-13,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=5038101,,debt_consolidation,Debt consolidation,014xx,MA,12.65,0.0,Jul-91,0.0,,,11.0,0.0,25866,32.4,23.0,f,0.0,0.0,26009.58975,26009.59,24000.0,2009.59,0.0,0.0,0.0,Jan-15,12020.83,,Jan-16,0.0,,1,INDIVIDUAL,,,,0.0,0.0,31895.0,,,,,,,,,,,,79800.0,,,,0
202250,1465312,1721357,25000,25000,25000.0, 60 months,15.31,598.83,C,C2,uams,9 years,MORTGAGE,90000.0,Verified,Aug-12,Charged Off,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1465312,  Borrower added on 08/15/12 > Will use for bill consolidation<br>,debt_consolidation,Debt consolidation,721xx,AR,18.97,0.0,Jul-88,1.0,40.0,,19.0,0.0,15270,31.1,42.0,f,0.0,0.0,7254.41,7254.41,2964.54,3022.86,0.0,1267.01,12.6701,Jun-13,598.83,,Nov-13,0.0,41.0,1,INDIVIDUAL,,,,0.0,0.0,82798.0,,,,,,,,,,,,49110.0,,,,1
462484,9007121,10799138,15000,15000,15000.0, 36 months,12.85,504.33,B,B4,manger,4 years,MORTGAGE,60000.0,Not Verified,Jan-14,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=9007121,  Borrower added on 01/06/14 > The funds will go towards remodeling our home kitchen.  I have always paid my bills timely and in full.  I have been employed at my current job for the past four years and will continue to be with my current company for the long term.<br>,home_improvement,home imporment,852xx,AZ,14.55,0.0,Jun-10,1.0,,,7.0,0.0,4646,45.5,11.0,f,0.0,0.0,15765.85771,15765.86,15000.0,765.86,0.0,0.0,0.0,Jun-14,13748.75,,Dec-15,0.0,,1,INDIVIDUAL,,,,0.0,0.0,31722.0,,,,,,,,,,,,15200.0,,,,0
54362,9227776,11049726,6000,6000,6000.0, 36 months,15.61,209.79,C,C3,Correctional Officer,10+ years,MORTGAGE,80000.0,Source Verified,Dec-13,Charged Off,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=9227776,"  Borrower added on 12/01/13 > I owe 3000 on my truck, I need a very expensive repair on it. Id rather pay it off and repair it, rather than buy a new truck.<br><br> Borrower added on 12/01/13 > I need a dependable vehicle<br>",car,I need a dependable vehicle.,622xx,IL,20.09,0.0,Jul-98,2.0,55.0,,10.0,0.0,6162,48.9,35.0,f,0.0,0.0,3288.49,3288.49,2495.76,777.73,15.0,0.0,0.0,Dec-14,1070.0,,Jan-16,0.0,55.0,1,INDIVIDUAL,,,,0.0,0.0,171915.0,,,,,,,,,,,,12600.0,,,,1
